DISTRICTNAME,UNITNAME,Crime_No,Year,RI,Noofvehicle_involved,Accident_Classification,Accident_Spot,Accident_Location,Accident_SubLocation,Main_Cause,Hit_Run,Severity,Collision_Type,Junction_Control,Road_Character,Road_Type,Surface_Type,Surface_Condition,Road_Condition,Weather,Accident_Road,Landmark_first,Distance_LandMark_First,Latitude,Longitude
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Junction,City/Town,In bazaar,Human Error,Not Applicable,Grievous Injury,Vehicle to Vehicle,Controlled,Others,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,Dayakan Hospital Juncation,just Bek,22ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Junction,City/Town,Open area,Human Error,Not Applicable,Fatal,Vehicle to Vehicle,Signal lights Automatic,Straight and flat,Others,Bitumen(Tar),Dry,Not Applicable,Clear,Dr Rajkumar Road Navarang Junction,Hasana Nati Mane Hotel,55,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Narrow road,City/Town,Near office complex,Human Error,No,Grievous Injury,Vehicle to Vehicle,Police / Manual,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,MKK Road,Indira Canteen,19,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Circle,City/Town,Open area,Human Error,Yes,Fatal,Hit pedestrian,Controlled,Straight and flat,One way,Bitumen(Tar),Dry,Not Applicable,Clear,Srirampur,Swetha Mahal,33,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Junction,City/Town,Open area,Human Error,No,Grievous Injury,Vehicle to Vehicle,Controlled,Straight and flat,One way,Bitumen(Tar),Dry,Not Applicable,Clear,6th Main junction,Pavagada Bank,16ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Narrow road,City/Town,Open area,Human Error,No,Simple Injury,Vehicle to Vehicle,Not at  Junction,Straight and flat,One way,Bitumen(Tar),Dry,Not Applicable,Clear,Subramanya Nagara 1st Main Road E Block Juncation,Prethi Buty Parlar,16ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Narrow road,City/Town,Residential area,Human Error,Yes,Damage Only,Vehicle to Vehicle,No signal lights,Others,One way,Bitumen(Tar),Dry,Not Applicable,Clear,6th main 03rd cross malleshwaram,Ashoka House,24,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Junction,City/Town,Open area,Human Error,Not Applicable,Damage Only,Vehicle to Vehicle,Signal lights Automatic,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,DR.Rajukumar road,Devi Kandiments,25 fee,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Junction,City/Town,Open area,Human Error,No,Grievous Injury,Hit pedestrian,Stop sign,Straight and flat,One way,Bitumen(Tar),Dry,Not Applicable,Clear,MARGOASA ROAD,GIRAIAS STORE,30FT,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Narrow road,City/Town,Near a religious place,Human Error,No,Grievous Injury,Vehicle to Vehicle,Not at  Junction,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,WEST OF CHORD ROAD,ISCON TEMPLE,50 MTS,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Narrow road,City/Town,Near Hospital,Human Error,No,Grievous Injury,Hit pedestrian,Controlled,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,Dr Raj Kumar Road,st theresa hospital,5,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Junction,City/Town,Near Bus stop,Human Error,No,Grievous Injury,Vehicle to Vehicle,No signal lights,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,Oklipuram Bus stop,Oklipuram Bus Stop,30 FT,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Narrow road,City/Town,Open area,Human Error,No,Grievous Injury,Vehicle to Vehicle,Not at  Junction,Straight and flat,Two way,Bitumen(Tar),Ditch or Potholed,Not Applicable,Clear,MKK Road Kuvempu Metro,Coffe Bar,35,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Narrow road,City/Town,Residential area,Human Error,Yes,Grievous Injury,Hit pedestrian,Not at  Junction,Straight and flat,Others,Bitumen(Tar),Dry,Not Applicable,Clear,OKALIPURAM ROAD,MS BUILDING,30 FT,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Narrow road,City/Town,Near School or College,Human Error,No,Grievous Injury,Hit pedestrian,Not at  Junction,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,MKK road,hombegowda college,50,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Cross roads,City/Town,Near Bus stop,Human Error,Yes,Grievous Injury,Vehicle to Vehicle,Controlled,Straight and flat,One way,Bitumen(Tar),Dry,Not Applicable,Clear,Dr Raj Kumar Road,Saptagiri Bar,50 FT,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Narrow road,City/Town,Near office complex,Human Error,Not Applicable,Damage Only,Vehicle to Vehicle,Not at  Junction,Straight and flat,Not Applicable,Bitumen(Tar),Dry,Not Applicable,Clear,Near Parking exit gate oriyan mall,Orion Mall,20ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Junction,City/Town,Near Hospital,Human Error,Not Applicable,Grievous Injury,Vehicle to Vehicle,Signal lights Automatic,Others,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,19th main juncation rajajinagar,netradham hospital,36 ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,1,Road Accidents,Narrow road,City/Town,Open area,Human Error,Yes,Grievous Injury,Hit pedestrian,No signal lights,Straight and flat,One way,Bitumen(Tar),Dry,Not Applicable,Clear,19th Cross BWSSB K4 Block Oppt,Kashi matta,28,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Narrow road,City/Town,Open area,Human Error,No,Fatal,Vehicle to Vehicle,Not at  Junction,Straight and flat,One way,Bitumen(Tar),Dry,Not Applicable,Clear,Ayyappa Temapal RP ROad Srirampura,Ayyappa Tempal,48,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Junction,City/Town,Near Bus stop,Human Error,No,Grievous Injury,Vehicle to Vehicle,No signal lights,Curve,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,Vattal Nagaraj Road R R Kalyana Mantapa,RR Bus Stop,39,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Curves,City/Town,Open area,Human Error,Yes,Grievous Injury,Vehicle to Vehicle,No signal lights,Others,One way,Bitumen(Tar),Dry,Not Applicable,Clear,10th Cross Sampige road,Surya Book Stores,24,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Junction,City/Town,Open area,Human Error,No,Grievous Injury,Vehicle to Vehicle,Not Applicable,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,MYSORE SOAP FACTORY ROAD,MYSORE SOAP FACTORY ROAD,40FT,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Narrow road,City/Town,Residential area,Human Error,No,Simple Injury,Vehicle to Vehicle,Not Applicable,Straight and flat,Residential Street,Bitumen(Tar),Dry,Not Applicable,Clear,6 th cross Malleswaram,Reliance holding building,29,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2019,1,2,Road Accidents,Narrow road,City/Town,Residential area,Human Error,Yes,Damage Only,Vehicle to Vehicle,Not at  Junction,Straight and flat,Others,Bitumen(Tar),Dry,Not Applicable,Clear,12 TH CROSS MALLESWARAM,RAGAVENDRAPRASAD HOUSE,19MT,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,2,Road Accidents,Junction,City/Town,Residential area,Human Error,Yes,Simple Injury,Vehicle to Vehicle,Controlled,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,10TH CROSS JUNCTION,MILK BOOTH,25,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,2,Road Accidents,Narrow road,City/Town,Open area,Human Error,No,Grievous Injury,Vehicle to Vehicle,Not at  Junction,Straight and flat,One way,Bitumen(Tar),Dry,Not Applicable,Others,Sampige road,Arihant applaince,9,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,1,Road Accidents,Junction,City/Town,At pedestrian Crossing,Human Error,No,Grievous Injury,Hit pedestrian,Police / Manual,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,Navrang Junction,Sangeetha Mobil,10 ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,2,Road Accidents,Junction,City/Town,Near Bus stop,Human Error,No,Damage Only,Vehicle to Vehicle,Police / Manual,Straight and flat,One way,Bitumen(Tar),Dry,Not Applicable,Clear,Sampige road,cycle world,18 ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,1,Road Accidents,Narrow road,City/Town,Near office complex,Human Error,Not Applicable,Fatal,Not Applicable,Not at  Junction,Straight and flat,One way,Bitumen(Tar),Dry,Not Applicable,Clear,Sampige road Malleswaram,Ak bek hotel,29,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,2,Road Accidents,Narrow road,City/Town,Open area,Human Error,Yes,Damage Only,Vehicle to Vehicle,Not at  Junction,Straight and flat,One way,Bitumen(Tar),Dry,Not Applicable,Clear,Vatal Nagraj Road,Divider,8,12.9819898,77.5702332
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,2,Road Accidents,Circle,City/Town,Near a factory industrial area,Human Error,No,Fatal,Vehicle to Vehicle,Give way sign,Straight and flat,One way,Bitumen(Tar),Dry,Not Applicable,Others,Soap factory circle,Metro,30,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,2,Road Accidents,Junction,City/Town,Near Bus stop,Human Error,No,Simple Injury,Vehicle to Vehicle,Signal lights Automatic,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,West of chrd road,Mahalakshmi Metro Station,30,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,1,Road Accidents,Narrow road,City/Town,Near office complex,Human Error,No,Simple Injury,Not Applicable,No signal lights,Straight and flat,Service Road,Bitumen(Tar),Dry,Not Applicable,Others,MKK Road,KUTTY STORE,08FT,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,2,Road Accidents,Narrow road,City/Town,Residential area,Human Error,No,Simple Injury,Vehicle to Vehicle,Not Applicable,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,Vatal Nagaraja Road,Sri Sai Helmet Palace,50Ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,2,Road Accidents,Junction,City/Town,Residential area,Human Error,No,Simple Injury,Vehicle to Vehicle,Uncontrolled,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,RP road,house No 36,15,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,2,Road Accidents,Circle,City/Town,Near a factory industrial area,Human Error,Yes,Damage Only,Vehicle to Vehicle,Controlled,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,west of chord road,soap factory,50,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,1,Road Accidents,Narrow road,City/Town,Near Bus stop,Human Error,No,Grievous Injury,Not Applicable,Not at  Junction,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,WoC road,Merto Pillor 246,40,13.00035,77.54975
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,1,Road Accidents,Narrow road,City/Town,Residential area,Human Error,Yes,Grievous Injury,Hit pedestrian,Not Applicable,Straight and flat,Residential Street,Bitumen(Tar),Dry,Not Applicable,Clear,Subramanya nagar Main road,Balaji kalayana mantap,8,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,2,Road Accidents,Narrow road,City/Town,Residential area,Human Error,Yes,Grievous Injury,Vehicle to Vehicle,Not at  Junction,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,Vellipuram road,Vinayak elecric survice,10,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,1,Road Accidents,Narrow road,City/Town,Residential area,Human Error,No,Grievous Injury,Hit pedestrian,Not at  Junction,Straight and flat,Others,Bitumen(Tar),Dry,Not Applicable,Clear,8Th Main Road,House no 1963,6,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,1,Road Accidents,Narrow road,City/Town,Near office complex,Human Error,No,Grievous Injury,Hit pedestrian,Not at  Junction,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,Dr Rajkumar Road,Subramanya Nagar police station,15,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,2,Road Accidents,Narrow road,City/Town,Near Bus stop,Human Error,No,Grievous Injury,Vehicle to Vehicle,Not Applicable,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,West Off Chord Road,Metro Stn,30 FT,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,2,Road Accidents,Junction,City/Town,Residential area,Human Error,No,Grievous Injury,Vehicle to Vehicle,Give way sign,Straight and flat,Residential Street,Bitumen(Tar),Dry,Not Applicable,Clear,Malleswaram 8th cross Junction,Rejoies,10,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,2,Road Accidents,Junction,City/Town,Residential area,Human Error,No,Grievous Injury,Vehicle to Vehicle,No signal lights,Straight and flat,Others,Bitumen(Tar),Dry,Not Applicable,Others,Srirampur 3rd cross,Venkateswara medicals,20,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,2,Road Accidents,Narrow road,City/Town,Open area,Human Error,No,Fatal,Vehicle to Vehicle,Not at  Junction,Straight and flat,One way,Bitumen(Tar),Dry,Not Applicable,Clear,MKK road,Ground Compound,10,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,2,Road Accidents,Junction,City/Town,At pedestrian Crossing,Human Error,No,Grievous Injury,Vehicle to Vehicle,Police / Manual,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,VATALNAGRAJ ROAD,SHANKARLINGA HOTEL,55,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,1,Road Accidents,Junction,City/Town,At pedestrian Crossing,Human Error,No,Grievous Injury,Hit pedestrian,Not Applicable,Straight and flat,One way,Bitumen(Tar),Dry,Not Applicable,Clear,17 th cross,Brahimin hotel,4,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,3,Road Accidents,Narrow road,City/Town,Open area,Human Error,No,Simple Injury,Vehicle to Vehicle,Not at  Junction,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,Vatal nagraj road,High mask light,75 ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,1,Road Accidents,Narrow road,City/Town,Near Bus stop,Human Error,Not Applicable,Fatal,Not Applicable,Not at  Junction,Straight and flat,One way,Bitumen(Tar),Others,Not Applicable,Clear,Mkk road,Indira Canteen,30,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,1,Road Accidents,Narrow road,City/Town,Near Hospital,Human Error,Yes,Fatal,Hit pedestrian,Not at  Junction,Straight and flat,One way,Bitumen(Tar),Dry,Not Applicable,Others,SAMPIGE ROAD,SHEKAR NURSING HOME,29,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,1,Road Accidents,Junction,City/Town,Near Hospital,Human Error,No,Grievous Injury,Hit pedestrian,Controlled,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,MKK Road,Varalakshmi nursing home,50,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,2,Road Accidents,Junction,City/Town,Residential area,Human Error,No,Fatal,Vehicle to Vehicle,Uncontrolled,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,Gayatri Nagar Main Road,Med plus Medicals,20,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,2,Road Accidents,Narrow road,City/Town,Near Bus stop,Human Error,No,Simple Injury,Vehicle to Vehicle,Not at  Junction,Straight and flat,One way,Bitumen(Tar),Dry,Not Applicable,Clear,Vatalnagraj road,Bus stop,55,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,2,Road Accidents,Junction,City/Town,Near Hospital,Human Error,Yes,Grievous Injury,Vehicle to Vehicle,Police / Manual,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,MKK road,Nethradama Hospital,50 Ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,1,Road Accidents,Narrow road,City/Town,Near office complex,Human Error,Not Applicable,Fatal,Not Applicable,Not Applicable,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,Malleswaram,Citizen Mens Parler,19 ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,1,Road Accidents,Narrow road,City/Town,Near office complex,Human Error,Yes,Simple Injury,Hit pedestrian,Not at  Junction,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,10 Th cross Rajainagar,Street light,50,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,2,Road Accidents,Junction,City/Town,Open area,Human Error,No,Grievous Injury,Vehicle to Vehicle,Signal lights Automatic,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,VATAL NAGRAJ ROAD,ANTILOK PLAZA,50,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,2,Road Accidents,Junction,City/Town,Open area,Human Error,Yes,Simple Injury,Vehicle to Vehicle,Police / Manual,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Others,West of cord road,Navratan Jewals,20,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,2,Road Accidents,Narrow road,City/Town,Residential area,Human Error,Yes,Grievous Injury,Vehicle to Vehicle,Not at  Junction,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,2nd cross Subramanya nagar,Maruthi chats,5,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,2,Road Accidents,Narrow road,City/Town,Residential area,Human Error,No,Grievous Injury,Vehicle to Vehicle,Not Applicable,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,4th Main road,BES School,15,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,2,Road Accidents,Narrow road,City/Town,Near office complex,Human Error,Yes,Simple Injury,Vehicle to Vehicle,Not at  Junction,Straight and flat,One way,Bitumen(Tar),Dry,Not Applicable,Clear,west of chord road,Metro Piller 305,25,12.983333,77.583333
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,2,Road Accidents,Junction,City/Town,Near office complex,Human Error,No,Grievous Injury,Vehicle to Vehicle,Police / Manual,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,WOC ROAD,METRO PILLER 271,45,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,2,Road Accidents,Cross roads,City/Town,In bazaar,Human Error,No,Damage Only,Vehicle to Vehicle,Not at  Junction,Straight and flat,Residential Street,Bitumen(Tar),Dry,Not Applicable,Clear,Hal compound,Vinayaka temple,10,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,2,Road Accidents,Narrow road,City/Town,Near office complex,Human Error,No,Simple Injury,Vehicle to Vehicle,Not at  Junction,Straight and flat,Two way,Bitumen(Tar),Dry,Not Applicable,Clear,MKK Road,Canara Bank ATM,25ft,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,1,Road Accidents,Cross roads,City/Town,Open area,Human Error,No,Grievous Injury,Hit pedestrian,Not at  Junction,Straight and flat,Two way,Bitumen(Tar),Dry,No influence on accident,Fine,MKK road,Kuvempu metro,50,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,2,Road Accidents,Narrow road,City/Town,In bazaar,Human Error,Yes,Grievous Injury,Vehicle to Vehicle,Not at  Junction,Straight and flat,One way,Bitumen(Tar),Dry,Not Applicable,Clear,8th cross malleswaram,Sindoor silk,15,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,2,Road Accidents,Junction,City/Town,Near Bus stop,Human Error,No,Grievous Injury,Vehicle to Vehicle,Signal lights Automatic,Straight and flat,One way,Bitumen(Tar),Dry,Not Applicable,Clear,SAMPIGE ROAD,SIGNAL LIGHT,12,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,2,Road Accidents,Junction,City/Town,Narrow bridge or culverts,Human Error,Yes,Grievous Injury,Vehicle to Vehicle,Police / Manual,Straight and flat,One way,Bitumen(Tar),Dry,Not Applicable,Others,Sampige road,Kuvempu statue,60,0.0,0.0
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2020,1,2,Road Accidents,Narrow road,City/Town,Near Hospital,Human Error,No,Grievous Injury,Vehicle to Vehicle,Not at  Junction,Straight and flat,One way,Bitumen(Tar),Dry,Not Applicable,Clear,Maleshwaram 11th cross,Tree,40,13.00772,77.56236
Bengaluru City,Malleshwaram Traffic PS,1.04432e+16,2021,1,1,Road Accidents,Narrow road,City/Town,Near Hospital,Not Applicable,No,Grievous Injury,Hit pedestrian,No signal lights,Others,One way,Bitumen(Tar),Dry,Not Applicable,Clear,"WOC Road, Narayana Nethralaya",Narayana netralay,55,0.0,0.0
